,ISIN код,Дата присвоения кода,Параметры ценной бумаги (выпуска),Эмитент,ИНН эмитента,Наименование выпуска/транша,Форма выпуска ценной бумаги,Порядок хранения/учета,Pегистрационный номер,Дата регистрации,Номинальная стоимость каждой ценной бумаги,Валюта номинала,Дата погашения,Параметры ценной бумаги (пая),Наименование фонда,Тип фонда,"Вид, категория, тип ценной бумаги",Регистрационный номер,Управляющая компания,Специализированный депозитарий,Реестродержатель
95,RU000A0P1VZ2,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-315,Бездокументарная,С централизованным учетом,6-315-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
96,RU000A0P1VY5,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-314,Бездокументарная,С централизованным учетом,6-314-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
97,RU000A0P1VX7,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-313,Бездокументарная,С централизованным учетом,6-313-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
98,RU000A0P1VW9,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-312,Бездокументарная,С централизованным учетом,6-312-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
99,RU000A0P1VV1,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-311,Бездокументарная,С централизованным учетом,6-311-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
100,RU000A0P1VU3,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-310,Бездокументарная,С централизованным учетом,6-310-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
101,RU000A0P1VT5,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-309,Бездокументарная,С централизованным учетом,6-309-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
102,RU000A0P1VS7,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-308,Бездокументарная,С централизованным учетом,6-308-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
103,RU000A0P1VR9,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-307,Бездокументарная,С централизованным учетом,6-307-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
104,RU000A0P1VQ1,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-306,Бездокументарная,С централизованным учетом,6-306-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
105,RU000A0P1VP3,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-305,Бездокументарная,С централизованным учетом,6-305-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
106,RU000A0P1VN8,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-304,Бездокументарная,С централизованным учетом,6-304-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
107,RU000A0P1VM0,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-303,Бездокументарная,С централизованным учетом,6-303-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
108,RU000A0P1VL2,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-302,Бездокументарная,С централизованным учетом,6-302-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
109,RU000A0P1VK4,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-301,Бездокументарная,С централизованным учетом,6-301-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
110,RU000A0P1VJ6,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-300,Бездокументарная,С централизованным учетом,6-300-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
111,RU000A0P1VH0,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-299,Бездокументарная,С централизованным учетом,6-299-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
112,RU000A0P1VG2,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-298,Бездокументарная,С централизованным учетом,6-298-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
113,RU000A0P1VF4,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-297,Бездокументарная,С централизованным учетом,6-297-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
114,RU000A0P1VE7,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-296,Бездокументарная,С централизованным учетом,6-296-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
115,RU000A0P1VD9,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-295,Бездокументарная,С централизованным учетом,6-295-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
116,RU000A0P1VC1,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-294,Бездокументарная,С централизованным учетом,6-294-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
117,RU000A0P1VB3,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-293,Бездокументарная,С централизованным учетом,6-293-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
118,RU000A0P1VA5,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-292,Бездокументарная,С централизованным учетом,6-292-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
119,RU000A0P1V98,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-291,Бездокументарная,С централизованным учетом,6-291-01326-B-001P,30 ноября 2023 г.,1 000.00,Рубли,,,,,,,,,
120,RU000A107DX5,14 декабря 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-611,Бездокументарная,С централизованным учетом,4B02-611-01000-B-005P,24 ноября 2023 г.,1 000.00,Рубли,16 декабря 2023 г.,,,,,,,,
121,RU000A107DS5,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),Международный банк экономического сотрудничества,9909152102,Облигации неконвертируемые бездокументарные с централизованным учетом прав серии 002P-02,Бездокументарная,С централизованным учетом,не предусмотрен,12 декабря 2023 г.,,Рубли,,,,,,,,,
122,RU000A107DR7,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество МОС МСП 6""",9704023339,"Неконвертируемые бездокументарные процентные облигации с залоговым обеспечением денежными требованиями с централизованным учетом прав класса ""А-2023""",Бездокументарная,С централизованным учетом,4-02-00569-R,23 ноября 2023 г.,,Рубли,,,,,,,,,
123,RU000A107DP1,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Россети Московский регион""",5036065113,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-05,Бездокументарная,С централизованным учетом,4B02-05-65116-D-001P,6 декабря 2023 г.,1 000.00,Рубли,28 ноября 2026 г.,,,,,,,,
124,RU000A107DM8,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Росагролизинг""",7704221591,"Облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии 001P-04, предназначенные для квалифицированных инвесторов",Бездокументарная,С централизованным учетом,4-04-05886-A-001P,3 октября 2022 г.,1 000.00,Рубли,7 декабря 2028 г.,,,,,,,,
125,RU000A107DL0,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""НЛК-Финанс""",7743402256,Процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии 001Р-07,Бездокументарная,С централизованным учетом,4-07-00694-R-001P,24 августа 2023 г.,1 000.00,Рубли,25 ноября 2038 г.,,,,,,,,
126,RU000A107DJ4,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-610,Бездокументарная,С централизованным учетом,4B02-610-01000-B-005P,24 ноября 2023 г.,1 000.00,Рубли,15 декабря 2023 г.,,,,,,,,
127,RU000A107DE5,12 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Юг Руси""",6167076880,Коммерческие облигации бездокументарные с централизованным учетом прав неконвертируемые процентные серии КО-02,Бездокументарная,С централизованным учетом,4CDE-02-00128-L,8 декабря 2023 г.,1 000.00,Рубли,13 декабря 2038 г.,,,,,,,,
128,RU000A107D82,12 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Юг Руси""",6167076880,Коммерческие облигации бездокументарные с централизованным учетом прав неконвертируемые процентные серии КО-01,Бездокументарная,С централизованным учетом,4CDE-01-00128-L,8 декабря 2023 г.,1 000.00,Рубли,13 декабря 2033 г.,,,,,,,,
129,RU000A107D74,12 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Энерготехсервис""",7203126844,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии 001Р-05,Бездокументарная,С централизованным учетом,4B02-05-00490-R-001P,6 декабря 2023 г.,1 000.00,Рубли,2 декабря 2025 г.,,,,,,,,
130,RU000A107DD7,12 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""ТЕХНОЛОГИЯ""",5040145636,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии БО-01,Бездокументарная,С централизованным учетом,4B02-01-00127-L,8 декабря 2023 г.,1 000.00,Рубли,5 июня 2025 г.,,,,,,,,
131,RU000A107D58,12 декабря 2023 г.,Параметры ценной бумаги (выпуска),"акционерное общество ""Государственная транспортная лизинговая компания""",7720261827,Бездокументарные процентные неконвертируемые облигации с централизованным учетом прав серии ЗО29-Д,Бездокументарная,С централизованным учетом,4-08-32432-Н,16 ноября 2023 г.,1 000.00,Доллар США,27 февраля 2029 г.,,,,,,,,
132,RU000A107DC9,12 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Сбербанк России""",7707083893,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии ИОС_PRTACm_MOEXFN-5Y-001Р-599R,Бездокументарная,С централизованным учетом,4B02-629-01481-B-001P,11 декабря 2023 г.,,Рубли,,,,,,,,,
133,RU000A107DB1,12 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Сбербанк России""",7707083893,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии ИОС_PRTACm_TATN-5Y-001Р-598R,Бездокументарная,С централизованным учетом,4B02-628-01481-B-001P,11 декабря 2023 г.,,Рубли,,,,,,,,,
134,RU000A107DA3,12 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Сбербанк России""",7707083893,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии ИОС_PRT_TATN-5Y-001Р-597R,Бездокументарная,С централизованным учетом,4B02-627-01481-B-001P,11 декабря 2023 г.,,Рубли,,,,,,,,,
135,RU000A107D66,12 декабря 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-609,Бездокументарная,С централизованным учетом,4B02-609-01000-B-005P,24 ноября 2023 г.,1 000.00,Рубли,14 декабря 2023 г.,,,,,,,,
136,RU000A107159,12 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Системная стратегия""",7714496732,Структурные неконвертируемые процентные бездокументарные облигации с централизованным учетом прав с залоговым обеспечением серии 06,Бездокументарная,С централизованным учетом,6-06-00720-R,11 сентября 2023 г.,,Юань,,,,,,,,,
137,RU000A107142,12 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Системная стратегия""",7714496732,Структурные неконвертируемые процентные бездокументарные облигации с централизованным учетом прав с залоговым обеспечением серии 05,Бездокументарная,С централизованным учетом,6-05-00720-R,19 июня 2023 г.,,Юань,,,,,,,,,
138,RU000A1070Z0,12 октября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Группа Астон""",7708316149,Коммерческие облигации бездокументарные с централизованным учетом прав неконвертируемые процентные серии КО-П05-002РС,Бездокументарная,С централизованным учетом,4CDE-05-00544-R-002P,23 августа 2023 г.,1 000.00,Рубли,6 октября 2028 г.,,,,,,,,
139,RU000A1070Y3,12 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-567,Бездокументарная,С централизованным учетом,4B02-567-01000-B-005P,14 сентября 2023 г.,1 000.00,Рубли,14 октября 2023 г.,,,,,,,,
140,RU000A107126,12 октября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Структурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-756,Бездокументарная,С централизованным учетом,6-756-01000-B-001P,9 октября 2023 г.,1 000.00,Рубли,,,,,,,,,
141,RU000A106UL6,6 сентября 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Электроаппарат""",6312147088,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии БО-02,Бездокументарная,С централизованным учетом,4B02-02-00012-L-001P,4 сентября 2023 г.,1 000.00,Рубли,3 сентября 2027 г.,,,,,,,,
142,RU000A106UB7,6 сентября 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Управляющая компания ""ОРГ""",4004021785,Биржевые облигации с обеспечением процентные неконвертируемые бездокументарные серии БО-03,Бездокументарная,С централизованным учетом,4B02-02-01566-G,31 августа 2023 г.,1 000.00,Рубли,22 августа 2026 г.,,,,,,,,
143,RU000A106VV3,12 сентября 2023 г.,Параметры ценной бумаги (выпуска),"открытое акционерное общество ""Российские железные дороги""",7708503727,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-27R,Бездокументарная,С централизованным учетом,4B02-27-65045-D-001P,5 сентября 2023 г.,1 000.00,Рубли,9 сентября 2027 г.,,,,,,,,
144,RU000A106VU5,12 сентября 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-545,Бездокументарная,С централизованным учетом,4B02-545-01000-B-005P,4 июля 2023 г.,1 000.00,Рубли,14 сентября 2023 г.,,,,,,,,
145,RU000A106JV8,12 июля 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""ЭР-Телеком Холдинг""",5902202276,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии ПБО-02-03,Бездокументарная,С централизованным учетом,4B02-03-53015-K-002P,6 июля 2023 г.,,Рубли,,,,,,,,,
146,RU000A106JU0,12 июля 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-501,Бездокументарная,С централизованным учетом,4B02-501-01000-B-005P,4 июля 2023 г.,1 000.00,Рубли,14 июля 2023 г.,,,,,,,,
147,RU000A106JW6,12 июля 2023 г.,,,,,,,,6 июля 2023 г.,,,,Параметры ценной бумаги (пая),"Открытый паевой инвестиционный фонд рыночных финансовых инструментов ""Альфа-Капитал Облигации с выплатой дохода""",открытый,Инвестиционные паи,5473,"ООО УК ""Альфа-Капитал""","АО ""Специализированный депозитарий ""ИНФИНИТУМ""","АО ""НРК - Р.О.С.Т."""
148,RU000A1067T9,12 мая 2023 г.,Параметры ценной бумаги (выпуска),"общество с ограниченной ответственностью ""ЭкономЛизинг""",6455041925,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии 001P-04,Бездокументарная,С централизованным учетом,4B02-04-00461-R-001P,20 октября 2022 г.,1 000.00,Рубли,12 мая 2026 г.,,,,,,,,
149,RU000A106839,12 мая 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-509,Бездокументарная,С централизованным учетом,6-509-01000-B-001P,11 мая 2023 г.,,Рубли,,,,,,,,,
150,RU000A106821,12 мая 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-504,Бездокументарная,С централизованным учетом,6-504-01000-B-001P,11 мая 2023 г.,,Рубли,,,,,,,,,
151,RU000A106813,12 мая 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-503,Бездокументарная,С централизованным учетом,6-503-01000-B-001P,11 мая 2023 г.,,Рубли,,,,,,,,,
152,RU000A106805,12 мая 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-508,Бездокументарная,С централизованным учетом,6-508-01000-B-001P,11 мая 2023 г.,,Рубли,,,,,,,,,
153,RU000A1067Z6,12 мая 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-507,Бездокументарная,С централизованным учетом,6-507-01000-B-001P,11 мая 2023 г.,,Рубли,,,,,,,,,
154,RU000A1067Y9,12 мая 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-502,Бездокументарная,С централизованным учетом,6-502-01000-B-001P,11 мая 2023 г.,,Рубли,,,,,,,,,
155,RU000A1067X1,12 мая 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-506,Бездокументарная,С централизованным учетом,6-506-01000-B-001P,11 мая 2023 г.,,Рубли,,,,,,,,,
156,RU000A1067W3,12 мая 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-501,Бездокументарная,С централизованным учетом,6-501-01000-B-001P,11 мая 2023 г.,,Рубли,,,,,,,,,
157,RU000A1067V5,12 мая 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-505,Бездокументарная,С централизованным учетом,6-505-01000-B-001P,11 мая 2023 г.,,Рубли,,,,,,,,,
